url,name,address,description,amenities,price
https://www.coworker.com/japan/tokyo/regus-tokyo-shiodome-building,Coworking Space: Regus - Tokyo Shiodome Building in Tokyo,,"Overview of Regus - Tokyo Shiodome Building
This glass-fronted modern high-rise is a centrepiece building in the Minato area close to Tokyo's central business district and one of many new skyscrapers. The centre occupies the Shiodome Building, a mixed-use complex in a newly developed commercial area, which it shares with many large Japanese corporations including many well known telecoms companies and consumer credit companies. Built in 2007, the building is short walk from Kyu-Shiba-rikyu Gardens, a traditional Japanese landscape garden. The centre is convenient for both JR Hamamatsucho Station and Daimon Subway Station, which have five railway and subway lines running through them. Haneda Airport is 24 minutes away by monorail. Many shops, cafes, restaurants and other attractions are close by.

SHOW MORE",,"1
2
3
4
5"
https://www.coworker.com/japan/tokyo/regus-tokyo-shinbashi,Coworking Space: Regus - Tokyo Shinbashi in Tokyo,,"Overview of Regus - Tokyo Shinbashi
The Tokyo Shinbashi Tokyu Centre is in the Shinbashi area, a new business district in Minato which lies to the south of Ginza. Shinbashi began to grow rapidly as a commercial area with the construction of the Shiodome project, a collection of skyscrapers which began development in 2002. The area is now home to major corporates such as those working in telecoms, film production, electronics, chemicals, air travel and media. The centre, which is located on the second and third floors of the building, has spacious offices and meeting rooms. The building is walking distance from JR Shinabshi station and other subway stations, while the reconstructed Shimbashi Station now houses a museum and a restaurant.

SHOW MORE",,"Private Office
 from ¥ 65900
/month"
https://www.coworker.com/japan/tokyo/regus-tokyo-shinagawa-east-one-tower,Coworking Space: Regus - Tokyo Shinagawa East One Tower in Tokyo,,"Overview of Regus - Tokyo Shinagawa East One Tower
The gleaming Shinagawa East One Tower is in the centre of one of Tokyo's 23 wards. Shinagawa is home to many embassies and corporate headquarters, including national corporations and multinationals. Mitsubishi, Bayer, Canon, Sony, Siemens and Philips are just some of the well-known corporates based in this bustling, continually developing business hub. The area has more room to grow commercially since it became highly accessible with the opening of the high-speed Shinkansen (Super express) train line and a newly added stop for the airport. The various hi-tech and research-driven companies that Japan is famous for have centres in the area. Education is also well served, with two special colleges in Shinagawa specialising in technology and industrial technology. Shinagawa City boasts several parks, gardens, a museum and aquarium.

SHOW MORE",,"Private Office
 from ¥ 105900
/month"
https://www.coworker.com/japan/tokyo/regus-tokyo-kanda,"Coworking Space: Regus - Tokyo, Kanda in Tokyo",,"Overview of Regus - Tokyo, Kanda
Four floors of collaborative coworking space, private offices, meeting rooms and hot desks can be found at this modern business centre in Greater Tokyo. Located in the central business district of Chiyoda-Ku, the business centre is easy to get to. It takes just six minutes to walk here from Kanda station and three minutes from Awajicho station.


Chiyoda City is an excellent location for businesses that need to be near large Japanese companies, multinational HQs, government institutions and embassies. It is also home to many Tokyo landmarks including the Imperial Palace, which makes it an interesting cultural place to visit for business guests. There are also gardens and parks where staff can take a breather from work.
SHOW MORE",,"Private Office
 from ¥ 62900
/month"
https://www.coworker.com/japan/tokyo/regus-tokyo-shinjuku-park-tower,Coworking Space: Regus - Tokyo Shinjuku Park Tower in Tokyo,,"Overview of Regus - Tokyo Shinjuku Park Tower
The Shinjuku Park Tower Centre is on the 30th floor of a 52-storey landmark building in the business district of Shinjuku - a major commercial and government administrative area. Nishi Shinjuku is noted for its impressive skyline of skyscrapers. The centre is three minutes' walk from one of the tallest - the Tokyo Metropolitan Government Building, designed by the same architect who created the Park Tower. The business community knows the building for its five-star hotel, which is above the centre. Many corporations have their HQs here, including airlines, food companies, technology giants and computer gaming firms. The centre has a meeting room that will take up to 60 people. There's a complimentary shuttle bus service from Shinjuku station (the busiest station in the world) to the building and excellent public transport links to Narita International Airport by airport limousine from Shinjuku Station. It's next to the Expressway Number 4 on the motorway network.

SHOW MORE",,"Private Office
 from ¥ 51500
/month"
https://www.coworker.com/japan/tokyo/regus-tokyo-kamiyacho-mt-building,Coworking Space: Regus - Tokyo Kamiyacho MT Building in Tokyo,,"Overview of Regus - Tokyo Kamiyacho MT Building
Tokyo Kamiyacho MT Centre is a contemporary high-rise that occupies a prime business address in a key administrative and financial district in the Japanese capital. It's also the main diplomatic area, with American, Swedish, Dutch and Spanish embassies nearby. It's also close to Japanese government ministries. The many companies in the district include the corporate headquarters of TV Tokyo, top-quality car manufacturers, law firms and investment banks, while neighbouring tenants range from national to international corporations. Panoramic views of the city are visible from the tower. Kamiyacho Station is on the Hibiya Subway Line and connects via an underground passage to the building. There are excellent public transport links to Narita International Airport, 50 kilometres away. Shuto Expressway Number 3 on the motorway network is close by. Hotels, restaurants and bars are within walking distance of the centre.

SHOW MORE",,"Private Office
 from ¥ 78900
/month"
https://www.coworker.com/japan/tokyo/regus-tokyo-pacific-century-place,Coworking Space: Regus - Tokyo Pacific Century Place in Tokyo,,"Overview of Regus - Tokyo Pacific Century Place
The 31-storey building is in a major economic and financial district. In a first for the city, it is faced with glass - but designed to withstand even a major earthquake. The complex includes a five-star hotel as well as top-quality restaurants and shops, a convenience store and massage therapist. The centre is minutes away from five subway stations and has direct underground access to the Yaesu underground shopping mall and Tokyo's main railway station. The Marunouchi area is being developed as one of Japan's foremost business districts, and somewhere that people from all over the world can interact with ease. Large-scale redevelopment in recent years has seen new developments of commercial facilities, offices and hotels. The Marunouchi Building and the Shin-Marunouchi Building are the area's centrepieces, and they are accompanied by many major banks and large corporations in the electronics, telecommunications, automotive and other sectors.

SHOW MORE",,"Private Office
 from ¥ 117900
/month"
https://www.coworker.com/japan/tokyo/regus-daiyagate,Coworking Space: Regus - DaiyaGate in Tokyo,,"Overview of Regus - DaiyaGate
The bustling centre of one of Tokyo’s premier shopping and entertainment districts is the perfect place for your business. Regus Ikebukuro, situated inside the flagship location of Seibu Department Stores, lets you keep your finger on the pulse of the Tokyo metropolis in this modern co-working space. Sharing a building with Ikebukuro Station, on the main Yamanote Line, you’re just 15 minutes from Shinjuku and Shibuya, Tokyo’s commercial centre, and 20 minutes from tech capital Akihabara.


From here, you’ll also be connected to the Tokyo Metro lines of Marunouchi, Yurakucho and Fukutoshin, as well as the independent Seibu Ikebukuro, JR East and Tobu Tojo lines. With these fantastic travel links, the convenient location, its serviced offices and rentable meeting spaces, it’s hard not to be productive at this Tokyo business centre. Getting hungry? The centre is five minutes’ walk from the doors of Mutekiya Ramen, an award-winning noodle restaurant famous for its delicious soups. And entertaining clients in this vibrant area is a pleasure.
With three major department stores within easy walking distance, including the one in which the offices are based, you’ll be spoilt for choice for food and drink. Or for a quirkier option, just around the corner is the Ikefukurou Cafe, where you’ll enjoy a relaxing drink in the company of friendly, domesticated owls. And that’s just a small taste of what this brilliant location offers.
SHOW MORE",,"Private Office
 from ¥ 92900
/month"
https://www.coworker.com/japan/tokyo/regus-tokyo-shibuya-mark-city,Coworking Space: Regus - Tokyo Shibuya Mark City in Tokyo,,"Overview of Regus - Tokyo Shibuya Mark City
This 22nd floor centre has breathtaking views of Shibuya ' which is Japan's Silcone Valley as well one of Tokyo's most colourful districts, packed with shopping, dining and nightclubs. A number of major IT businesses are based in the same building. Opened in 2000, the 'city within a city' is based on two main buildings: the West (office) side and the East (hotel) side. Nearby are department stores, the famous studios of NHK, the Olympic gymnasium, Meiji jingu Shrine, Yoyogi Park and Shibuya Bunkamura cultural centre. The office building has 454 parking spaces, and convenient links to Tokyo Metro, Tokyu Railways, Keio Railways and JR Lines' East Japan Railway. There is easy access major local cities and the airports in Haneda and Narita via the nearest interchanges of the Tokyo Metropolitan Expressway. There is also a limousine bus stop for direct access to Haneda and Narita Airports.

SHOW MORE",,"Private Office
 from ¥ 99900
/month"
https://www.coworker.com/japan/tokyo/regus-tokyo-otemachi-1st-square,Coworking Space: Regus - Tokyo Otemachi 1st Square in Tokyo,,"Overview of Regus - Tokyo Otemachi 1st Square
In the dynamic area of Otemachi, the centre of the financial district, is found Tokyo Otemachi First Square Centre. The district is ranked as one of the highest international business bases in Japan and there are many banks, insurance and securities companies in the vicinity - both global and national. The 23-storey building includes towers connected by an atrium. It boasts extremely good access to all railway traffic to every part of Japan, as well as direct connections via underground passage from the building to Otemachi Subway station, which is connected to five subway lines. The area is not far from many cultural landmarks, including the Imperial Palace and the telecommunications museum. Wadakura Fountain Park is five minutes from the station.

SHOW MORE",,"Private Office
 from ¥ 86900
/month"
https://www.coworker.com/japan/tokyo/openoffice-tokyo-nihonbashi-hakozaki-open-office,"Coworking Space: OpenOffice - Tokyo, Nihonbashi Hakozaki (Open Office) in Tokyo",,"Overview of OpenOffice - Tokyo, Nihonbashi Hakozaki (Open Office)
Open Office Nihonbashi Hakozakicho centre is a two minute walk from Tokyo Metro Hanzomon Line’s Suitengumae station and is located next to IBM Japan and the Tokyo City Air Terminal (T-CAT) which provides access via Limousine bus to both Haneda and Narita International airports. All major business areas in Tokyo can be accesses via the Tokyo Metro network. Other amenities nearby include restaurants, retail shopping and banks. Hakozaki is a well-known centre for IT, telecommunications and engineering companies and the centre is home to many system developers and IT corporations. The Open Office centre is adjacent to the main financial area of Nihonbashi Kayabacho and Nihonbashi Kabutocho, which headquarters many financial institutions and is home to Tokyo Stock Exchange. Historically, Hakozakicho is known as the traditional financial district and is where the Bank of Japan was established. Open Office Nihonbashi Hakozakicho is a preferred choice for both international and domestic companies, looking for flexible and fully equipped office space with professional office services at reasonable cost.

SHOW MORE",,"Private Office
 from ¥ 39000
/month"
https://www.coworker.com/japan/tokyo/openoffice-tokyo-akasaka-mitsuke-open-office,"Coworking Space: OpenOffice - Tokyo, Akasaka Mitsuke (Open Office) in Tokyo",,"Overview of OpenOffice - Tokyo, Akasaka Mitsuke (Open Office)
Open Office business centres provide a simple but efficient facility for your business needs. Typically located in boutique properties in leading business districts, they are suitable for all types of businesses seeking small sized offices with economy prices. The Open Office Aksaka Mitsuke business centre is located in the heart of the thriving Akasaka business district and is adjacent to Roppongi. The area is home to many of the largest domestic and international corporations. The boutique business centre consists of three floors, each equipped with private and day offices, lounges and meeting room space and is stylishly furnished and equipped providing a relaxed working environment. The business centre is conveniently located with access to 2 metro stations within 5 minutes walk and good links to Haneda international airport.

SHOW MORE",,"Private Office
 from ¥ 35000
/month"
https://www.coworker.com/japan/tokyo/openoffice-tokyo-openoffice-gotanda-eki-nishiguchi,"Coworking Space: OpenOffice - Tokyo, OpenOffice Gotanda Eki Nishiguchi in Tokyo",,"Overview of OpenOffice - Tokyo, OpenOffice Gotanda Eki Nishiguchi
Co-working, serviced offices and meetings rooms in the heart of Gotanda’s central shopping district.


In the north west of the Shinagawa ward, the shopping district of Nishigotanda is a perfect place for you to do business. At Gotanda Sun Heights, an Open Office location, you’re able to come and go as you please in this conveniently placed and well-equipped working space. With offices to hire, co-working areas, meeting spaces and virtual office services, all in a great Tokyo location, you’ll be able to conduct business in a professional and highly connected environment. Nearby Gotanda station is on the main Yamanote Line, as well as being the terminus for the Tokyu Ikegami light rail line, and also the easiest way to get to the Airport with the Toei Asakusa line.
These fantastic transport links ensure you’re never far from the vibrant centre of the Tokyo metropolitan area. The workspace is 15 minutes away from the Metropolitan Teien Art Museum, housed in a beautiful art deco imperial mansion, a cultural location sure to inspire some shrewd business acumen. And when you’re feeling hungry, either at lunch or after a hard day’s work, you’ll be pleased to discover that the Nishigotanda area has plenty of quality bars, restaurants and shops, so you’ll never find yourself having to trek far for some sumptuous food and drink.
SHOW MORE",,"Private Office
 from ¥ 37000
/month"
https://www.coworker.com/japan/tokyo/openoffice-tokyo-akasaka-business-place-open-office,"Coworking Space: OpenOffice - Tokyo, Akasaka Business Place (Open Office) in Tokyo",,"Overview of OpenOffice - Tokyo, Akasaka Business Place (Open Office)
Open Office business centres provide a simple but efficient facility for your business needs. Typically located in boutique properties in leading business districts, they are suitable for all types of businesses seeking small sized offices with economy prices. The Akasaka centre is located in the middle of the thriving business district of Akasaka and is also in close proximity of Roppongi. Situated in a high grade building with clients from the Financial services industry and production agencies, the centre is ideal for start up businesses. The centre is attractively designed and fully equipped to maximise impact on business clients or partners and provides a relaxed working environment. It offers a range of private and day offices and also meeting room space. It is also well connected to public transport with easy access to several metro lines.

SHOW MORE",,"Private Office
 from ¥ 44000
/month"
https://www.coworker.com/japan/tokyo/regus-tokyo-arca-central,Coworking Space: Regus - Tokyo Arca Central in Tokyo,,"Overview of Regus - Tokyo Arca Central
Arca Central is the centre of three towers in the Arca Towers complex, a truly one-stop shop, comprising a shopping mall, a hotel, a concert hall and two residential apartment blocks. The complex has excellent earthquake-proof construction and is just two minutes' walk from Sumida's major train and subway stations. Brewing, tobacco, camera/photocopier, detergent, toiletries, rubber and railway companies are among the businesses based in Tokyo's Sumida City area. Sumida also has a track record in encouraging small and medium enterprises. In 1979, it became the first municipality where the government implemented a local ordinance on SME development. One of the more attractive parts of Tokyo, Sumida City retains much traditional charm, with beautiful temples and many shops and places to eat, as well as the more modern Sky Tree Tower, expected to be the world's tallest tower on completion in 2012.

SHOW MORE",,"1
2
3
4
5"
https://www.coworker.com/japan/tokyo/regus-tokyo-shinagawa-grand-central-tower,"Coworking Space: Regus - Tokyo, Shinagawa Grand Central Tower in Tokyo",,"Overview of Regus - Tokyo, Shinagawa Grand Central Tower
Our Shinagawa Grand Central Tower Centre is located on the 8th floor of Shinagawa Grand Central Tower, a high-rise building just three minutes’ walk from Shinagawa Station –. Connected directly via a sky deck, this highly visible building offers approximately 2,600m² per floor. Shinjuku, Shibuya, Otemachi, and Marunouchi can all be reached within 10 minutes from Shinagawa Station. All this makes Shinagawa a popular choice across all business sectors.


Shinagawa is ideally located for using the Shinkansen to Osaka and direct access to Haneda and Narita Airports. A popular choice of area for companies looking to open a Tokyo office. The developing area, with residential space being built alongside office buildings, whilst becoming a prime location for non-Japanese companies. Experience the convenience offered by rental office space in the Shinagawa Grand Central Tower Centre and enjoy our first-class service and wide range of flexible office options.
SHOW MORE",,"Private Office
 from ¥ 89900
/month"
https://www.coworker.com/japan/tokyo/regus-tokyo-shibuya-glass-city,"Coworking Space: Regus - Tokyo, Shibuya Glass City in Tokyo",,"Overview of Regus - Tokyo, Shibuya Glass City
The Regus Shibuya Glass City Business centre is located on the 6th floor of this 11 storey grade A office building in Tokyo's colourful Shibuya business district. This is also known as Tokyo's silicon valley and is home to many IT and technology businesses. Conveniently located, the nearest station is Shinsen on the Keio Inokashira line and the centre is an 8 minute walk from Shibuya JR station which offers connections to JR East Japan Rail, Keio Rail, Tokyu Rail and the Tokyo Metro (Fukutoshin , Ginza, Hanzomon & Den'entoshi lines). There is convenient access to all major cities and both Haneda and Narita international airports. The area has many major department stores, shopping malls, restaurants and night clubs and Yoyogi Park is nearby. With its central location and excellent services, Regus Shibuya Glass City centre is the solution for companies of all sizes looking for flexible and convenient office space in this major business district.

SHOW MORE",,"Private Office
 from ¥ 78500
/month"
https://www.coworker.com/japan/tokyo/regus-tokyo-ark-hills,Coworking Space: Regus - Tokyo Ark Hills in Tokyo,,"Overview of Regus - Tokyo Ark Hills
The Tokyo Ark Hills centre is in a large-scale mixed-use complex - recently renovated - that houses the famous concert hall, The Suntory Hall. The centre is located on level 12 of the Ark Mori Building - a stylish urban landmark in the city. The building is home to the Invest Japan Business Support Center, which supports foreign companies starting a business in Japan. The centre is in Akasaka, a commercial hub in the Minato ward, which is popular with embassies and is home to many well known Japanese companies such as Mitsubishi, Air Nippon, Honda and Sony, which all have HQs here. Radio and television studios and the art centre are in the surrounding area. Ark Hills also houses a four star-hotel, residential apartments, shops, restaurants and cafes. It's a short walk from Roppongi or Kamiyacho stations.

SHOW MORE",,"Private Office
 from ¥ 83900
/month"
https://www.coworker.com/japan/tokyo/openoffice-tokyo-shibuya-jinnan-open-office,"Coworking Space: OpenOffice - Tokyo, Shibuya Jinnan (Open Office) in Tokyo",,"Overview of OpenOffice - Tokyo, Shibuya Jinnan (Open Office)
Open Office Shibuya Jinnan is only a 5-minute walk from Hachiko Exit of Shibuya station. Hachiko is the traditional landmark figure of a dog. From the Hachiko statue, you will walk through the massive Shibuya pedestrian crossing and go towards Inokashira Dori. After walking along Inokoashira Dori towards Harajuku, you will see the open open office building located between the Shibuya Jinnan Post Office and Shidax Hall (former Denryokukan or Tokyo Electric Energy Museum). The address Jinnan, amongst all of Shibuya-ku, houses a myriad of concept shops and the high quality select stores of many designer labels, both domestic and international. Many fashion enthusiasts gather here from all over East Asia, and it is regarded as one of the leading trend-setting areas in Japan.


There are many offices of designers and apparel manufacturers in the Jinnan area. Ideal for anyone in a creative industry wanting to experience the ever-changing Tokyo cutural scene first-hand. It is within walking distance of the Meiji Shrine, Yoyogi Park and Miyashita Park. Whether you like a quiet walk to exercise and break up your day, or the bustling energy of Shibuya, this center offers both.
SHOW MORE",,"Private Office
 from ¥ 43000
/month"
https://www.coworker.com/japan/tokyo/openoffice-tokyo-shibuya-hills-open-office,"Coworking Space: OpenOffice - Tokyo, Shibuya Hills (Open Office) in Tokyo",,"Overview of OpenOffice - Tokyo, Shibuya Hills (Open Office)
Open Office business centres provide a simple but efficient facility for your business needs. Typically located in boutique properties in leading business districts, they are suitable for all types of businesses seeking small sized offices with economy prices. The Open Office Shibuya Hills centre is located in the heart of main office district of one of the city's most prestigious business areas which is also the Silicon Valley of Japan. This bustling area is home to numerous entrepreneurs, start up businesses and small medium businesses in the IT and media and creative industries. The location is good for companies looking for international and domestic business networks as well as start ups looking for a prestigious business address. The centre is located in the Fuji Building next Cerulean Tower and near to Shibuya JR and metro stations. The Fuji building was developed by the famous architect Koji Katayama. This boutique centre provides stylish fully furnished private offices, day office space and meeting room facilities. Conveniently located within 5 minutes walk of Shibuya JR and metro stations and within easy walking distance to a range of shops, restaurants and cafes, this centre is perfectly located providing small offices for all types and sizes of business.

SHOW MORE",,"Private Office
 from ¥ 57000
/month"
https://www.coworker.com/japan/tokyo/regus-tokyo-ebisu,"Coworking Space: Regus - Tokyo, Ebisu in Tokyo",,"Overview of Regus - Tokyo, Ebisu
This centre is located inside the Humax Ebisu Building located right in front of the Ebisu station west exit. This centre can be accessed from trendy cities like Shibuya, Daikanyama, Nakameguro, and Roppongi, as well as business areas like Hibiya or Ginza by using the Tokyo Metro Hibiya Line, Tokyo Line, and JR Yamanote Line. It is also a gateway to Kanagawa and Saitama areas. Mitsui Sumitomo Bank is located on the ground floor, ensuring security for other tenants in the building. There are many design offices, ad agencies and creative companies in this area, making the centre an ideal location for project offices or conference rooms for the creative industry. The area is extremely convenient as both operational base or branches or project offices expanding into Saitama Prefecture and in Kanagawa. The Ebisu centres provides efficient services at an economically sound price, and everything needed to start a business.

SHOW MORE",,"Private Office
 from ¥ 64000
/month"
