url,name,address,description,amenities,price,city
https://www.coworker.com/spain/madrid/spaces-madrid-atocha-estacion,"Coworking Space: Spaces - Madrid, Atocha Estación in Madrid",,"Overview of Spaces - Madrid, Atocha Estación
Discover your own little corner of Madrid that’s tailor-made for creatives and professionals, at Méndez Álvaro.


Welcome to the very heart of Madrid, in vibrant Atocha, where all of Spain’s commerce comes together in the nation’s capital. With its distinct, triangular shape, Méndez Álvaro already stands out, so it’s no surprise when it delivers on its promise of an incredibly high-quality workspace. Two underground parking levels, a ground floor reception adjoined by retail units and five floors of co-working excellence – this is more than just another office block. Méndez Álvaro is a step towards a new way of working, in collaboration with professionals, entrepreneurs and creatives just like you.
Located next to Madrid Puerta de Atocha Station, the busiest and most important railway station in Spain, this centre is intimately connected to the business heart of the city. It’s surrounded by shopping malls, cafes and restaurants, and absorbs every bit of the capital’s energy thanks to this position. Nearby there are fun attractions including the Resolve Solve It Amusement Centre and Escape Room, as well as more cultural destinations such as the Museo Nacional Centro de Arte Reina Sofía. But it’s not just the location that makes Méndez Álvaro special. It’s the modern internal workspace that feeds innovation and inspires collaboration – a genuinely unique space to work.
Why choose Méndez Álvaro.

✓A modern and vibrant workspace in the heart of the Spanish capital.

Only a short distance from Madrid’s main train station.
Located in an area filled with cafes and restaurants.
Reliable Wi-Fi connection and a friendly, professional welcome.

  SHOW MORE",[],"Private Office
 Price on request",Madrid
https://www.coworker.com/spain/madrid/spaces-madrid-spaces-jose-abascal,"Coworking Space: Spaces - Madrid, Spaces Jose Abascal in Madrid",,"Overview of Spaces - Madrid, Spaces Jose Abascal
José Abascal is a revitalised workspace at the edge of Madrid’s Chamberí neighbourhood – a vibrant area in the heart of the city, famed for its art galleries and museums. A striking black and white building nestled between 19th-century townhouses and corporate headquarters, this innovative structure offers flexible workspaces, private offices and bookable meeting rooms. It’s the perfect location for Madrid professionals as they look to grow their business.


In this vibrant business hub, there’s high-speed Wi-Fi throughout – even when you’re looking out over the city from the inviting rooftop terrace. The ground floor houses a welcoming business café, while upstairs you’ll find a fantastic selection of workspaces serviced by friendly admin support staff. The location is incredibly well connected, with José Abascal–Modesto Lafuente bus stop just a step outside the door, and Alonso Cano Subway Station only a five-minute walk away. Chamberí is an exciting and motivational area to work in, filled with inspiring attractions such as parks, museums and the Canal Theatres – a modern entertainment complex that stages international productions.
Why choose José Abascal.

✓An inspirational workspace perfect for creatives in the heart of Chamberí.

Located on the main José Abascal thoroughfare, close to parks and Museums.
A rooftop terrace and covered seating area with breathtaking views of Madrid.
Only a five-minute walk from Alonso Cano and Gregorio Marañón subway stations.

  SHOW MORE",[],"Private Office
 from € 570
/month",Madrid
https://www.coworker.com/spain/madrid/spaces-madrid-retiro,"Coworking Space: Spaces - Madrid, Retiro in Madrid",,"Overview of Spaces - Madrid, Retiro
Madrid Retiro is perfectly situated in relation to the Triangle of Art in Madrid, as the Prado, Reina Sofía and Thyssen Bornemisza museums are all within a 15 minute walk. And it also has many shops, tapas bars and tourist attractions nearby.


Opposite the Atocha station, where high-speed trains connect to Barcelona, Valencia Sevilla and the main Spanish cities. Located ten minutes walk from the Retiro Park. Close to the subway station of Atocha Renfe and only four stops from the center.",[],"Private Office
 from € 270
/month",Madrid
https://www.coworker.com/spain/madrid/coworking-studio,Coworking Space: Coworking Studio in Madrid,,"Overview of Coworking Studio
Coworking Studio, is a shared office with a great atmosphere of companionship but where each one has his work and his space.
Work spaces are wide and quite private. With storage cupboards and drawers to leave your things.

The office is very bright with high ceilings. It has a meeting room with free access without restriction of hours or additional costs.
The atmosphere is so great that you won't want to leave!

Everything is included; electricity, 600mb internet, office cleaning, security... even insurance.

The price for a junior space for 1 is 140€/month + VAT

We also have closed offices from 220€/month.

You can call us, although it is best to go to see the office to get a better idea.
Travesía José Arcones Gil, 3 - 28017 Madrid
Metro Ciudad Lineal and Pueblo Nuevo
Tel. 660 67 30 20
SHOW MORE",[],"Private Office
 from € 220
/month",Madrid
https://www.coworker.com/spain/madrid/cink-coworking-nunez-de-balboa,Coworking Space: Cink Coworking Núñez de Balboa in Madrid,,"Overview of Cink Coworking Núñez de Balboa
Establish your company in a charming, modern and affordable space, with all the amenities to develop your activity, without commitment to permanence.

The space is located on Núñez de Balboa Street. This location is characterized by being one of the most representative areas of Madrid.
It is a coworking with large desks, comfortable, in an inspiring environment that will serve to boost your business.

The following services are included in the monthly fee:
-Furniture (Table and chair)
-Hours of rooms for meetings, trainings and events
-Reception
-Kitchen and dining area with office
-Registered and fiscal address for your company and receipt of correspondence
-High speed internet
-Cleaning and maintenance
-Access to reprography service
-CCTV 24 hours a day
-Possibility of parking space

Additionally, the building has its own security, reception and dining area with prepared food options.

You can find another services as private offices of different capacities, meeting rooms from 6 to 30 people or legal and registered office.


Come and visit us!


SHOW MORE",[],"Private Office
 from € 475
/month",Madrid
https://www.coworker.com/spain/madrid/spaces-madrid-paseo-de-recoletos-5,"Coworking Space: Spaces - Madrid, Paseo de Recoletos 5 in Madrid",,"Overview of Spaces - Madrid, Paseo de Recoletos 5
Combine the best of old and new by basing your business in Recoletos, a beautifully renovated building which retains its classic, original features and is also equipped with the latest technology. Over six designer floors, we have the flexible, dedicated space to suit you, whether you’re looking for private or shared offices, a virtual address or to hire a meeting room in Madrid. Receive a friendly, professional welcome in the reception off the leafy avenue, then plug in to the energy of our buzzing business community. And when the day’s work is done, head to the roof terrace for drinks with stunning views of the Palacio de Cibeles.


Recoletos is in an upmarket area of the city centre, surrounded by high-profile offices for the government, army, courts and banks, alongside restaurants, theatres and parks. But it’s not too far from the more bohemian area of Chueca, with its cool bars and Bogui Jazz club. The rest of Madrid is easily reached by bus and metro, with the Cibeles bus stop and Banco de Espana subway station on your doorstep.
Why choose Recoletos.

✓Beautifully renovated Madrid building with classic original features.

Six designer floors to choose from and rooftop terrace views to enjoy.
Excellent transport links by bus and subway.
In an upmarket area surrounded by parks, theatres, monuments and palaces.

  SHOW MORE",[],"Private Office
 from € 690
/month",Madrid
https://www.coworker.com/spain/madrid/offiplace,Coworking Space: OFFIPLACE in Madrid,,"Overview of OFFIPLACE
Looking for coworkspace, OFFIPLACE is the right place.We have just inaugurated a new business center located in one the best area in Madrid, just in Fernando VI street in middle of JUSTICIA district. It is an industrial designed space, with his own coworking space with capacity up to 10 people and offering a wide range of rates adapting to your needs (hourly,daily,half day,weekly and monthly).Also we have private offices, training room and meeting room to be rented monthly,daily or hourly.",[],"Private Office
 from € 395
/month",Madrid
https://www.coworker.com/spain/madrid/urban-lab-madrid,Coworking Space: Urban Lab Madrid in Madrid,,"Overview of Urban Lab Madrid
Urban Lab Madrid is both a coworking space and business center located in Madrid. Whether you’re a start-up entrepreneur, a freelancer or an independent professional, this can be the opportunity for you to change your working environment and choose to give coworking a try. The offices vary from private or small offices to shared spaces, meeting and multipurpose rooms and virtual offices. All the offices here are fully equipped with all the necessary equipment for a productive day of work. The facilities available vary from printing and photocopying equipment, to faxes and scanners. Other available services for you here include support services for entrepreneurs, translation and interpretation services and multilingual phone support. Or you can come and see for yourself all that Urban Lab has to offer.
SHOW MORE",[],"Private Office
 from € 350
/month",Madrid
https://www.coworker.com/spain/madrid/gomadrid,Coworking Space: GoMadrid in Madrid,,"Overview of GoMadrid
Spring Promotion!
We are offering a 2x1 discount on hot-desks!
Don't miss it!

Are you looking for a co-working space?
Do you want to connect with pioneers in Technology?
Are you interested in attending tech events?

Then join GoMadrid!

A best-in-class ecosystem of great startups to help develop better products and to empower the relationship between our entrepreneurs and supporters. We provide an outstanding physical location in the heart of Madrid for companies to work out of, attend regular events and collaborate with like-minded companies.
SHOW MORE",[],"Private Office
 from € 300
/month",Madrid
https://www.coworker.com/spain/madrid/la-fabrica-quevedo,Coworking Space: La Fabrica Quevedo in Madrid,,"Overview of La Fabrica Quevedo
La Fábrica is a company that operates since 2017 in the sector of business centers and coworking. We have currently designed, built and operate four business and coworking centers in four different locations in the center of Madrid, Spain. We have private offices, coworking space, virtual office, meeting rooms and common areas in all our centers..
Our business centers are designed and decorated to offer a harmony between work environment and relaxation with the highest quality, illuminated with natural light and of course with artificial lighting designed so that our customers always feel working like at home.
We have security service in each business center.
The locations of La Fábrica are the best, in the busiest neighborhoods of the city of Madrid, surrounded by restaurants, shops, life and perfectly communicated with public transport services.
Each of our business centers is headed by a coworking leader, person in charge of everything that works and to make our clients experience better to only have to worry about working.
We have offices and private offices with capacities from two to twelve people.
We put at the service of our clients meeting rooms with capacities from two people up to twenty six people.
We also have a room with capacity for 26 people with multiple possibilities of use such as company presentations, student training, show rooms, press room, etc ...
The virtual office service is included in the serice of private offices and coworking and includes parcel reception, fiscal domiciliation and reception of clients.
All our spaces have a professional printer and scanner.
Our offices offer the possibility of drinking micro-roasted coffee, drinks, refreshments, buying food such as sandwiches, chocolates and snacks. Additionally, we make available to all our customers refrigerators for those who want to bring their food and keep it in an isolated and fresh place. Also all our offices are equipped with chairs, tables and microwave to eat and relax quietly.
Our spaces have a dimension of between 500 square meters to 700 square meters, with the aim of promoting cooperation and commercial agreements between our customers.
SHOW MORE",[],"Private Office
 from € 550
/month",Madrid
https://www.coworker.com/spain/madrid/village,Coworking Space: Village in Madrid,,"Overview of Village
Village, without a doubt, is one of the most beautiful coworkings in Madrid. Hosted in a 19th century palace with all the comforts of the 21st. Village is in the very heart of Madrid, between Malasaña and Chueca, not far from the Metro and surrounded by art galleries, design and fashion shops, bookstores and museums. Here you can work, meet, lecture, do showrooms, pop-ups, presentations and organize any event.

Come and join Village for the best experience of your life!",[],"Private Office
 from € 275
/month",Madrid
https://www.coworker.com/spain/madrid/smartup-cowork,Coworking Space: SmartUP Cowork in Madrid,,"Overview of SmartUP Cowork

We open our first workspace in Madrid where you can find all the necessary services to locate your company and be able to develop your projects successfully.

A work environment in which to develop your ideas, create, innovate and carry them out.
SmartSpace brings together art, inspiration and creativity. In its more than 200 m2 you can live with different start-ups, SMEs, freelancers and companies.

A space adapted to your needs, with natural light thanks to its two interior courtyards, common areas, meeting and training room where you can network and spaces where you can disconnect and rest.

In SmartUP you will find modern and functional spaces to carry out your work according to your needs.
We put at your disposal different options: coworking area with fixed and flexible posts, private offices, meeting room and office area. You will also have leisure spaces to interact with others and to share your ideas.
SHOW MORE",[],"Private Office
 from € 1195
/month",Madrid
https://www.coworker.com/spain/madrid/sharing-co-by-allo,Coworking Space: Sharing Co. by Allô in Madrid,,"Overview of Sharing Co. by Allô
Get to know our workplace created with our community in mind, where design and the concept of housing are our priorities. As well as, offering an excellent personalized service and creating a perfect and motivating work environment so that our members can develop professionally. Get the opportunity to work and have your own office. In addition, create your networking, share with great entrepreneurs and generate business opportunities.",[],"1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16",Madrid
https://www.coworker.com/spain/madrid/regus-madrid-pinar-salamanca-district,Coworking Space: Regus - Madrid Pinar-Salamanca District in Madrid,,"Overview of Regus - Madrid Pinar-Salamanca District
Salamanca is well-known for being one of the wealthiest and exclusive areas of Madrid. The building has an impressive, solid facade and a roof-top terrace with a fantastic view of Madrid. Between the two main business districts of Colon and AZCA, the business centre is less than two miles from the city centre. Many embassies, ministries and banks are located nearby. Madrid is the third largest capital in Europe and, has the fourth largest GDP on the continent and is considered the major financial centre of Southern Europe. The city hosts the head offices of many major Spanish companies, including Banco Santander. As a major centre for international business and commerce, the city has seen recent rapid growth in the service sector.

SHOW MORE",[],"Private Office
 from € 259
/month",Madrid
https://www.coworker.com/spain/madrid/thegardenspace,Coworking Space: thegarden.space in Madrid,,"Overview of thegarden.space
The garden.space is an innovative coworking space offering the latest technology and equipment to the professionals choosing this place every day to launch their projects and get their work done. With spacious shared spaces and individual offices, meeting rooms and event spaces available, you can find the space that best suits your working style and needs. Here, you can enjoy some time off from working in one of the common areas around, get some snacks in the kitchen on site or get to know your coworkers while taking a little coffee break. Another amazing benefit from choosing to work here, is the personal development opportunities that come in the form of training courses, workshops and conferences. Are you ready to make this place your coworking space?
SHOW MORE",[],"Private Office
 from € 500
/month",Madrid
https://www.coworker.com/spain/madrid/spaces-madrid-paseo-de-la-castellana-81,"Coworking Space: Spaces - Madrid, Paseo de la Castellana 81 in Madrid",,"Overview of Spaces - Madrid, Paseo de la Castellana 81
Spark ideas in the dynamic setting of  Azca. In the heart of Madrid’s AZCA financial district, Azca is far more than just a place to plug in your laptop. Be inspired by the light and airy designer workspaces in a recently renovated building with striking rounded corners, one of the most iconic on the city’s skyline. Find the perfect flexible solution to your business needs, whether you’re looking for private or shared office space or a meeting room to hire in Madrid. Enjoy the views over the city from the 13th, 14th and 15th floors over a killer cup of barista-made coffee, as you network with our vibrant community of like-minded professionals.


Plug into our energy and super-fast Wi-Fi and watch your productivity soar. When work is done for the day, you’re in a vibrant area packed with dining and entertainment options. You’re only a few minutes’ walk from Santiago Bernabéu Stadium, one of the world’s most famous football venues and home of Real Madrid. Boost your creativity with a stroll to Plaza De Azca and around Museo Nacional de Ciencias Naturales and Museo Geominero. Catch buses, trains and the Metro at Nuevos Ministerios station, just one minute away.
Why choose Azca.

✓Light and airy designer workspaces in a strikingly iconic building.

Excellent transport links with buses, trains and the Metro just a minute’s walk away.
Service with a smile from our professional team who help your day go more smoothly.
Hit your goals by basing your business next to Real Madrid’s Bernabéu Stadium.
SHOW MORE",[],"Private Office
 Price on request",Madrid
https://www.coworker.com/spain/madrid/oxygen-workspace,Coworking Space: OXYGEN WORKSPACE in Madrid,,"Overview of OXYGEN WORKSPACE
Welcome to the best coworking in the west side of the great city of Madrid! We are a cozy place (room for 32 people max) placed close to the coolest places in the city: big green areas like Parque del Oeste, the Debod temple (a gift from Egyptians brought and rebuilt stone by stone) and Casa de Campo (where you can do running, canoeing, MTB and cycling); commercial malls like El Corte Inglés and Príncipe Pío or areas such as Gran Vía, Callao and Preciados; and funny areas for drinking and eating such as Conde Duque, Malasaña or Chueca … all this is from 5 to 20 minutes WALKING!

Coworkers age go from 20 something to 40 something and the professional and personal atmosphere is very cool. In fact, that is the most highlighted characteristic of our place by everyone who’s working here or have been at some point.

Check pictures or look for our own web site to see more!! Come to meet us, try for free and we are sure you will love the place!!
SHOW MORE",[],"Private Office
 from € 1100
/month",Madrid
https://www.coworker.com/spain/madrid/16647-alba-3,Coworking Space: Alba 3 in Madrid,,"Overview of Alba 3
This business centre is located in the North of Madrid, next to La Moraleja, where your company will remain well connected to the buzz of inner-city life. In the area you will find several multinational businesses with which you can network with ease. The business centre has excellent facilities, with excellent infrastructure and modern architecture. You can take advantage of the space's 24-hour access, conference facilities and meeting rooms. This workspace is guaranteed to meet the needs of you and your company, with IT support and reception services for added convenience, as well as secure parking on-site to make your commutes as simple as possible.",[],"Private Office
 from € 200
/month",Madrid
https://www.coworker.com/spain/madrid/49843-impact-hub-madrid,Coworking Space: Impact Hub Madrid in Madrid,,"Overview of Impact Hub Madrid
This modern work-space is located in the central Chueca neighbourhood in Madrid. This centre has award winning co-working space spread over 5 floors and around 2,500 square meters of space with both fixed and hot desks. It has an ecological cafeteria, a terrace for events and meetings, meeting rooms and event space. All aspects are designed with sustainability and innovation in mind. Amenities at this centre include 24-hour access, flexible terms, AV equipment, air-conditioning, training rooms and high-speed internet. At this space you can find a global network of entrepreneurs, freelancers and other professionals across a variety of sectors.",[],"Private Office
 from € 340
/month",Madrid
https://www.coworker.com/spain/madrid/33792-factoria-de-meeu,Coworking Space: Factoria de Meeu in Madrid,,"Overview of Factoria de Meeu
This impressive, well-located workspace offers 2,750m² of furnished offices, which can be configured in the shape and size you need, for executives or teams. The centre offers meeting rooms up to 100 people, virtual offices and co-working spaces with the latest technology. You can start working as soon as you move in and has a multicultural environment which combines business and leisure. This turnkey solution has a pleasant, motivating working atmosphere, with cleaning services provided. To make your commutes as simple as possible, there is a convenient, secure parking facility on-site at your disposal.",[],"Private Office
 from € 350
/month",Madrid
https://www.coworker.com/spain/madrid/area-coworking-events,Coworking Space: AREA Coworking & Events in Madrid,,"Overview of AREA Coworking & Events
Join the community at our unique creative hub. AREA is the ultimate events destination and an inspiring place to work and create.

Spacious desks, beautifully designed facilities, inspiring chillout areas and super-fast WiFi - only 3 minutes’ walk from Delicias metro station.

Hire a hot desk for total flexibility - or book your own fixed desk with its extra perks. Whole offices for small businesses are also available for up to 4, 8 or 10 people. We offer total flexibility - membership plans can be for a day, a week, a month or longer term.

As a member of AREA, you’ll also have access to the wide range of cultural events held on site - from morning yoga sessions to evening film screenings.
SHOW MORE",[],"Private Office
 from € 1100
/month",Madrid
https://www.coworker.com/spain/madrid/59095-worksite-neville,Coworking Space: Worksite Neville in Madrid,,"Overview of Worksite Neville
At the center, clients will find a fully equipped workspace, designed to suit client, located in a dynamic environment created to optimize work and productivity. Members will have all the necessary infrastructure to develop their business, from rooms where they can hold their formal meetings and/or casual meetings, virtual meetings, spaces for recreation and leisure. The space know that the only way to offer clients real, practical and relevant adaptability is to get to know their project in depth. Offer clients all the facilities so that the work environment is clearly in tune with the culture of clients company and with the way they work. In addition, a practical online reservation system facilitates the planning of clients meetings and access to each of the meeting and training rooms.
SHOW MORE",[],"1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20",Madrid
https://www.coworker.com/spain/madrid/51016-impact-hub-madrid,Coworking Space: Impact Hub Madrid in Madrid,,"Overview of Impact Hub Madrid
Modern centre located in the heart of Madrid, with a range of private serviced offices, virtual offices and co-working packages (both fixed desk and hot desks) spread over 5 floors and spanning 3000 square meters. There are a range of meeting rooms on every floor and a large event spaces on the bottom floor, all fully furnished and ready-to-use. There is a team of staff on-site to assist with guest greeting, mail handling, telephone answering and other great services, so you can focus on your work. Other amenities include high-speed internet, printing facilities, kitchen facilities, lockers and access to regular events.",[],"Private Office
 from € 290
/month",Madrid
