url,name,address,description,price
https://www.coworker.com/spain/barcelona/onecowork-catedral,Coworking Space: OneCoWork Catedral in Barcelona,,"Overview of OneCoWork Catedral
Situated directly beside the famed ""Catedral de Barcelona"", OneCoWork Gotic embodies the historic spirit of Barcelona. Stroll through the winding alleyways of the Gothic neighborhood on your coffee break or hop across the street to the Santa Catarina Market with its famous rooftop for lunch. With a prime location on Via Laietana and private parking exclusive for our members, OneCoWork Gotic offers all the amenities of Barcelona’s Old City with none of the drawbacks. Come visit OneCoWork’s newest location in the heart of Ciutat Vella.","Private Office
 from € 400
/month"
https://www.coworker.com/spain/barcelona/crec-poble-sec-coworking,Coworking Space: CREC Poble Sec Coworking in Barcelona,,"Overview of CREC Poble Sec Coworking
The CREC Poble Sec is a coworking located in an industrial warehouse of over 1000m2 in Poblesec, completely renovated and converted into a spacious and bright work space.
We have meeting and training rooms, business offices and a large space for events. Come and see it and enjoy all the advantages of working at CREC:

WiFi + ETHERNET 600Mb
We put the fastest Wi-Fi at your fingertips: High-availability Internet managed in the cloud with Cisco - Meraki.

A GREAT COMMUNITY
More than 300 professionals of different profiles, projects and nationalities already work in the CREC. You join?

COMMUNITY BUILDERS
The work of our community builders is essential in the development of the CREC community. Interviews with each new coworker, day-to-day contact and their experience in this field, allow them to make valuable connections between different professional profiles. See our map of the connections: https://crec.cc/en/crec-connect-eng/

TWO SPACES IN BARCELONA AND ONE IN SABADELL
Work whenever you want in any of the two spaces in Barcelona or on space in Sabadell and get the most out of your project.

OFFICES
We have offices for start ups or small businesses that need privacy but want to be part of an innovative community.

SPACIOUS SPACES
2.000 m2 where you will find meeting rooms, skype rooms, photo studio or relax spaces.

FLEXIBILITY
We adapt the spaces so that they adapt better to your needs or that of your team. We have different areas for formal and informal meetings, areas for your skypes, different work alternatives, etc.

THOUSAND AND A RESOURCES
Customer and visits service and reception, printer, photocopier, scanner or collection and delivery of packages, among others.

+ RATES +
FIX | From 8 a.m. to 9 p.m. in a fixed position: € 235 / month + VAT
FLEX | From 8am to 9pm in a flexible position: € 185 / month + VAT
OFFICES from 800 € / month + VAT.
 
You can also visit us at CREC Eixample or CREC Sabadell

SHOW MORE","Private Office
 from € 720
/month"
https://www.coworker.com/spain/barcelona/algri-coworking-barcelona,Coworking Space: Algri Coworking Barcelona in Barcelona,,"Overview of Algri Coworking Barcelona
ALGRI COWORKING is a collaborative workspace located in the eixample neighborhood, near Monumental subway station and a few meters from Sagrada Familia. The atmosphere is cozy and familiar, paying special attention to creating a good work environment and a healthy and pleasant community of coworkers.","Private Office
 from € 675
/month"
https://www.coworker.com/spain/barcelona/crec-eixample-coworking,Coworking Space: CREC Eixample Coworking in Barcelona,,"Overview of CREC Eixample Coworking
CREC Eixample located in the Eixample Dret in Barcelona is a two storey street-side building completely refurbished.
The professional color full and inspiration 700m2 space. Enormous coworking space, all services for your company, private offices and meeting or training rooms. Come check us out and enjoy all the advantages of working at CREC:

WiFi + ETHERNET 600Mb
The fastest Wi-Fi at your fingertips: High-availability Internet managed in the cloud with Cisco - Meraki.

A GREAT COMMUNITY
More than 300 professionals with different backgrounds already work at CREC.

COMMUNITY BUILDERS
The work of our community builders is essential in the development of the CREC community. Interviews with each new coworker, day-to-day contact and their experience in this field, allow them to make valuable connections between different professional profiles. See our map of the connections: https://crec.cc/en/crec-connect-eng/

TWO SPACES IN BARCELONA AND ONE IN SABADELL
Work whenever you want in any of the two spaces in Barcelona or on space in Sabadell and get the most out of your project.

OFFICES AND OPEN CORPORATE
We have offices and exclusive spaces for start ups or businesses that need privacy but want to be part of an innovative community.

FLEXIBILITY
We adapt the spaces so that they adapt better to your needs or that of your team. We have different areas for formal and informal meetings, areas for your skypes, different work alternatives, etc.

SPACIOUS SPACES
3500 m2 where you will find meeting rooms, skype rooms, photo studio or relax spaces.

THOUSAND AND A RESOURCES
Customer and visits service and reception, printer, photocopier, scanner or collection and delivery of packages, among others.

+ RATES +
FIX | From 8 a.m. to 9 p.m. in a fixed position: € 255 / month + VAT
FLEX | From 8am to 9pm in a flexible position: € 185 / month + VAT
OFFICES from 800 € / month + VAT
SHOW MORE","Private Office
 from € 500
/month"
https://www.coworker.com/spain/barcelona/blitz-coworking,Coworking Space: Blitz Coworking in Barcelona,,"Overview of Blitz Coworking
Thinking about a change in your day to day work pace? Or perhaps a change of environment in general? Brace yourself for coworking in Blitz! Discover the benefits and joy of coworking in a space amplified with positive energy. There’s much for you to do and see at Blitz Coworking where everyday is a fresh experience.

There are fully equipped indoor as well as outdoor areas, you’ll feel satisfied with the level of facilities that Blitz can provide you with. Indoors, you’ll find an open space for coworking, a meeting room, dining area and waiting areas. As for the outdoors, they have a small AND large terrace where you can enjoy the sun and fresh air over a cool drink.

There’s a unified community of professional individuals from diverse industry backgrounds at Blitz so expect to have wonderful developments on your projects or discover new ones along the way through networking and knowledgeable collaborations. Immerse yourself in their vibrant nature as well as partake in activities filled with culture and leisure.

Their space is pet friendly so if you need your best fluffy friend to accompany you through the day, bring them in but make sure to be completely responsible for their care as well!
SHOW MORE","Private Office
 from € 2
/month"
https://www.coworker.com/spain/barcelona/spaces-barcelona-spaces-22-arroba,"Coworking Space: Spaces - Barcelona, Spaces 22 Arroba in Barcelona",,"Overview of Spaces - Barcelona, Spaces 22 Arroba
Spaces 22@ is an inspiring place where ideas develop, businesses build and relationships evolve.


The centre is very conveniently located inside the 22@ a two hundred hectares of industrial land of Poblenou transformed into an innovative district offering modern spaces for the strategic concentration of intensive knowledge-based activities. It is the most important project of urban transformation of Barcelona city of the last years and one of the most ambitious of Europe of these characteristics.
We offer from private offices to flexible coworking space and meeting rooms, you’ll will find there everything to suit the needs of your business as it develops. It also provides excellent business and networking opportunities. It’s a place where super-fast, unlimited wifi ensures you can work quickly and efficiently, and where you can pause to enjoy a really good cup of coffee or a healthy lunch.
Take inspiration from the beautifully designed space, chat with our friendly staff. Kindle your entrepreneurial spirit with the enthusiasm of the other workers you will meet and network with.

✓2.300 M²

365 workstations
1 Business Club
6 Conference rooms

  SHOW MORE","Private Office
 from € 229
/month"
https://www.coworker.com/spain/barcelona/ca-lagusti,Coworking Space: CA L'AGUSTI in Barcelona,,"Overview of CA L'AGUSTI
Ca l'Agustí is an open coworking space where many multidisciplinary professionals gather and share their ideas and creativity. It’s a place that promotes collaborative work and creative practice. With a unique design that blends the classic and modern looks, Ca l'Agustí provides multiple coworking areas, as well as a space for meeting rooms, workshops and group courses. The offices here are equipped with large tables with an internet and phone connection, plenty of lighting, as well as all the needed equipment for having an efficient workday. Come and choose the right desk for you, this can be the perfect office space for you.","Private Office
 from € 160
/month"
https://www.coworker.com/spain/barcelona/spaces-barcelona-spaces-22-arroba-mar,"Coworking Space: Spaces - Barcelona, Spaces 22 Arroba Mar in Barcelona",,"Overview of Spaces - Barcelona, Spaces 22 Arroba Mar
This centre certainly gets a gold medal for designer flexible workspace. Built in 1992 to celebrate Barcelona’s Olympic games, the recently refurbished Port Olímpic is a mecca for the city’s professional community. Located at the end of Marina Avenue, a palm-lined promenade next to the Olympic Port and the Zoo Park, this is one of the city’s most vibrant business hubs. A renowned five-star hotel and prestigious university Pompeu Fabra sit opposite the centre.


Once you tear your gaze from the spectacular marina views, you’ll discover unlimited Wi-Fi and friendly staff to help you stay productive. Plug in your laptop, book a private office, or soak up some entrepreneurial spirit in the communal areas. The Metro is the best way to get around Barcelona, and you’ll find a station a stone’s throw from the office door. When you’re done brainstorming your next big idea, head out to explore the nearby shopping centres and cultural attractions. You’re just a short walk from the best beaches and tapas bars in the city – perfect for networking, entertaining clients or winding down after a day’s work.
Why choose Port Olímpic.

✓Recently renovated to a high standard.

475 underground parking spaces.
Stunning views across the city and marina.
Close to bars, restaurants and shops

  SHOW MORE","1
2
3
4
5"
https://www.coworker.com/spain/barcelona/oficina24,Coworking Space: Oficina24 in Barcelona,,"Overview of Oficina24
Coworking Oficina24 is a wonderful working space available in the heart of Eixample district in Barcelona! In our business-center you’ll find a great deal of modern comfortable collaborative office spaces at low rates. Private offices, elegant meeting rooms and spacey conference hall; cheap, comfortalbe and fully equipped dedicated & hot desks; classroom for trainings and other multipurpose spaces are all waiting for you!
Oficina24 is a four-story building with a private entrance from the street and a reception, with a elevator and is adapted for people with reduced mobility. All our spaces are equipped with air conditioners and have ultramodern and reliable security systems.","Private Office
 from € 410
/month"
https://www.coworker.com/spain/barcelona/flycowork,Coworking Space: FlyCowork in Barcelona,,"Overview of FlyCowork
Coworking & Offices in the neighborhood of Sarrià - Sant Gervasi in Barcelona in a spectacular recently renovated penthouse with views of Tibidabo and the city. Come see see for yourself and fall for our great space. Work or relax, have a meeting or have a cup of coffee enjoying the views from out terrace. Don't miss the chance to join our great community of like-minded individuals and companies.","Private Office
 from € 632
/month"
https://www.coworker.com/spain/barcelona/downtown-offices,Coworking Space: Downtown Offices in Barcelona,,"Overview of Downtown Offices
Downtown Offices is a Work Hub for female entrepreneurs to feel inspired, learn, share, network and have access to key essential services for their professional growth.

Our services includes a large network of female entrepreneurs, Business Booth sessions in partnership with MBA Business Schools, Peer to Peer Groups, workshops, a mentorship program, and access to (angel) investors.

The Work Hub is part of a growing trend to create supportive work communities for female entrepreneurs. You can rent a desk in a shared space or rent a private office space for you and your colleagues. We offer turn-key office spaces, flexible contracts and an inspiring work environment that you can access 24/7. All you only need to bring is your laptop and desire to grow your business.

THE THINK BIG AWARD

To support female entrepreneurship, Downtown Offices offers the Think Big Award. The award is be judged by a panel of established and successful female entrepreneurs and includes free access to an inspiring workspace for a period of 6 months. The winner will also have access to all the services.

THE PEER TO PEER (P2P) GROUPS

A P2P Group is a group of 6 to 8 women entrepreneurs who meet on a monthly basis is an atmosphere of confidentiality, trust and openness to share in each others business, family and personal experiences. A P2P group provides a trusting environment for learning, idea exchange and self-exploration. It will enrich your business, family and personal life while developing your leadership skills. The membership includes many services as Business Booth sessions, workshops, speaker events and network events.
SHOW MORE","Private Office
 from € 340
/month"
https://www.coworker.com/spain/barcelona/coworkidea,Coworking Space: CoworkIdea in Barcelona,,"Overview of CoworkIdea
CoworkIdea is a chic and modern coworking space in Barcelona. With its modern and unconventional style, it will definitely appeal to independent professionals, working nomads and remote workers out there. With its pallet desks and chalk wall, this is not exactly your usual office space, it has personality and style. CoworkIdea offers a large open living room with plenty natural light, a kitchen, large recreational space and three meeting rooms. You have the opportunity of meeting new people, smart professionals like you, create some business networking or even lifelong friends, you never know. This can be the perfect coworking space for you. Come and give it a try!","1
2
3
4
5
6"
https://www.coworker.com/spain/barcelona/the-foundery-barcelona,Coworking Space: The Foundery Barcelona in Barcelona,,"Overview of The Foundery Barcelona
Located in a building from the 19th century in the Plaza Real of Barcelona, The Foundery is a unique place: 650 m2 of workspace, for meetings and events, with a huge terrace with privileged views over the city’s gothic quarter. Our building is the perfect place to work on your big idea and develop your profession, whether you are a solo entrepreneur or have a full team, and even more if you are part of our world: startups, new digital business models, design and design thinking, digital media, sustainability, social impact, e-commerce, digital marketing, mobile & web development, incubators... With a membership you will have access to event spaces, conference rooms and different workspace formats, both part-time flex desk and full-time dedicated office space.
SHOW MORE","Private Office
 from € 2400
/month"
https://www.coworker.com/spain/barcelona/depot-lab-bruc,Coworking Space: Depot Lab Bruc in Barcelona,,"Overview of Depot Lab Bruc
Depot Lab is a coworking family right at the beginning of Gracia.
We provide a platform for entrepreneurs and companies that want to work independently together. So that all of us, including ourselves, can profit from our individual qualities. Today we have three offices in Barcelona. Two are located in Carrer del Bruc, 149 and one near to Joanic.

Our values:
Honesty, Originality, Authenticity, Inspirational, Innovational, Enjoyment, Creativity and of course... Dutch sobriety.
SHOW MORE","Private Office
 from € 1100
/month"
https://www.coworker.com/spain/barcelona/comusicwork,Coworking Space: CoMusicWork in Barcelona,,"Overview of CoMusicWork
A Cowork space for musicians and freelance in Barcelona.
Equipped whit individual and collective rehearsal rooms, concert hall and events
Col.lective desks and private offices.Presentations, work sessions and concerts to promote interactions between musicians and freelance. CoMusicWork is the meeting place for musicians in the city. CMW will open doors the next june, stay tuned, come and enjoy","Private Office
 from € 225
/month"
https://www.coworker.com/spain/barcelona/cwork-sarria,Coworking Space: cwork sarria in Barcelona,,"Overview of cwork sarria
cwork is an office space in a pleasant atmosphere in which various shared workspaces are eligible. It has both individual spaces and spaces for equipment (up to four people). We offer a working environment of the highest quality with a modern and current image. Is a suitable space for long stays with the possibility of fiscal domiciliation , logotype on the facade at the foot of the street , meeting room with high- gamma, rest and coffee areas to create synergies between professionals and the coworking! We look forward to your visit. Come and try! :) The minimum stay time it's for one month! Please contact us for more information.","Private Office
 from € 225
/month"
https://www.coworker.com/spain/barcelona/aticco-urquinaona,Coworking Space: Aticco Urquinaona in Barcelona,,"Overview of Aticco Urquinaona
More than a workspace, Aticco has a community of more than 800 coworkers making this space a center of creation, innovation and productivity. Aticco offers unrivaled service facilities and solutions for freelancers, entrepreneurs, startups, companies and anyone else who cares to join in. You will be able to focus on your business and grow as a professional, whilst the mundane administration of running an office is totally taken care of. Located in a 1000 square meter penthouse overlooking the whole city, Aticco aims to make your life and the running of your business a whole lot easier, so that you can sit back, relax and create.

Once you walk through the doors of Aticco, which are open 24/7, you will become a member of a diverse and awesome community where you can expand your network, create synergies and new opportunities. Aticco also offer accounting, tax, human resources plus marketing services if required. You can create a virtual office and have numerous benefits and perks, if that is all you need.

Coworking members have seriously fast Wi-Fi to plug into, desks flooded with natural sunlight to work by, Skype booths for long calls and printing services for when you want to see words on paper. You can take advantage of mail handling services and run to a fully equipped kitchen to whip up a snack when the hunger pangs strike. There are 2 meeting rooms equipped for video-conferences and the whole building is secure with fingerprint access to keep the bogeyman out.

Coworking memberships give you the perks of being basically on top of the world, well Barcelona at least, when you step outside onto the amazing terrace. You can take time-out to vegetate on the sofa in the lounge area and there is amazingly good coffee flowing all day.
SHOW MORE","Private Office
 from € 798
/month"
https://www.coworker.com/spain/barcelona/onecowork-placa-catalunya,Coworking Space: OneCoWork Plaça Catalunya in Barcelona,,"Overview of OneCoWork Plaça Catalunya
Now open, our Barcelona city centre Coworking space offers not only ideal transport links for those who need a well-connected office to easily move around the city, but guarantees that OneCoWork level of service that we take so much pride in. With a rooftop terrace, events space and free beer, we’re proud to offer everything you need and more at all of our Coworking spaces, and with all the shops and restaurants surrounding Plaça Catalunya just a stone’s throw away, you’ll never have a more convenient day at work. You should contact and visit us!","Private Office
 from € 350
/month"
https://www.coworker.com/spain/barcelona/cobuilder-hub,Coworking Space: CoBuilder Hub in Barcelona,,"Overview of CoBuilder Hub
CoBuilder Hub is an Innovation Hub where the ecosystems of tech entrepreneurs, corporations, investors and experts are being united.

The Hub has a physical space where like-minded professionals and entrepreneurs are having offices. A diverse community of thinkers, creators, builders, and innovators.

We encourage the union between the corporate world and the forward-thinking entrepreneurs that are disrupting traditional business models; empowering their opportunities with a vetted network of private investors and a pool of experts.

We are a group of entrepreneurs with more than 15 years experience in the digital environment. We believe that corporate innovation and entrepreneurs with the right approach can unleash the true potential of human beings and change the world.

The type of members who join our Hub are entrepreneurs with potential, leading innovative companies with a technological background that share our vision.

CoBuilder Hub´s approach is different to that of an accelerator, we do not take equity or impose success metrics. We support startups across all stages of their development.

Our Hub offers an inspiring and friendly environment with flexibility in spaces. In addition to move-in ready private offices and shared spaces, we have two outdoor terraces and workshop rooms.

In addition we have a collaboration with Founders Club Smiling Barracuda, who offer a variety of exclusive groups of peers in different stages of their journey. As an entrepreneur you will have monthly meetings where experiences, opinions and advice is being shared, with the purpose of helping each other.

An important part of the Hub is the workshops we are offering. Specialized workshops for entrepreneurs so they can grow and focus on their core strength. We transfer skills and knowledge in a way that is easy to understand and can be used effectively.
SHOW MORE","Private Office
 from € 1950
/month"
https://www.coworker.com/spain/barcelona/reial-barcelona-coworking,Coworking Space: Reial Barcelona Coworking in Barcelona,,"Overview of Reial Barcelona Coworking
Think Barcelona and the beach, tapas and Gaudi come to mind. Maybe even some sangria on the side.

But coworking spaces? Probably not!

Well neither did we! Until we discovered the incredible amount of coworking spaces that exist in the city. 

One of them, located right in the heart of the Gothic Quarter is Reial Barcelona, a spacious coworking space, with 4 meeting rooms, balconies, locker rooms, 24 hours reception, high speed internet and. . .

And wait for it . .

They are in biz everyday of the year! Yep, that's right. EVERYDAY.

Uniquely situated just by the (in)famous Ramblas and Plaza Reial, it's an ideal location for entrepreneurs, programmers and creative professionals looking to cowork and connect with like-minded entrepreneurs. 

With a chic and crisp interior, balconies overlooking the Ramblas and super helpful staff, this may quickly become your fav spot in town! (insert FREE coffee here)
SHOW MORE","Private Office
 from € 650
/month"
https://www.coworker.com/spain/barcelona/start2bee-park-guell,Coworking Space: Start2bee Park Güell in Barcelona,,"Overview of Start2bee Park Güell
Another coworking venue under the dynamic umbrella of ""Start2bee"", this one sits in Barcelona with parking right at the front door for those with their own 4 wheels.
A coworking space where you will love to work from, Start2bee offers a shared coworking space, private offices, meeting rooms and common areas where you can mingle with its awesome community of freelancers, startups, entrepreneurs and small businesses. Start2bee is modern, spacious and purposely set up for the independent worker or an intrepid team of workers if you need space for more than just yourself.

Easily accessible, this creative coworking space has affordable and flexible coworking membership plans, so there is sure to be one that suits you and your circumstances. Member events are numerous and range from purely social get togethers to language workshops and educational seminars.

Coworking members pay an all inclusive fee for Wi-Fi connectivity, daily cleaning and maintenance, plus a kitchen to run to when the hunger pangs strike. There is a chill-out area with comfy sofas and armchairs to slouch in when your brain has gone into overload or you merely wish to chat with a cohort whilst sipping a cup of never-ending coffee. Every little thing that you could possibly need to get your stuff done is included in your fees with no nasty surprises to make you burst out crying.

Start2bee has a plethora of meeting and event spaces all decked out with the necessary equipment that can be rented on an hourly, half daily or full daily basis. You really need to get onto their website to check them out.
SHOW MORE","Private Office
 from € 360
/month"
https://www.coworker.com/spain/barcelona/regus-barcelona-sarria-forum,"Coworking Space: Regus - Barcelona, Sarria Forum in Barcelona",,"Overview of Regus - Barcelona, Sarria Forum
Affordable workplace used to be difficult to find in Barcelona’s distinctive first business district. Then this new business centre opened in the Sarria Forum office complex, offering modern workspace at transparent prices. Making their home in the two buildings are some high-profile names, including Ernst & Young, Global Praxis and BASF but there are many others in this popular corporate hub.


The centre is located in Building B, which has eight floors, and provides flexible, contemporary workspace to rent, including offices, meeting rooms and coworking spaces. The space is great for private work, formal and informal networking (it includes an external terrace on level 4), and collaborating on projects.
SHOW MORE","Private Office
 from € 325
/month"
https://www.coworker.com/spain/barcelona/gbc-coworking,Coworking Space: GBC Coworking in Barcelona,,"Overview of GBC Coworking
Find your coworking with natural light in GBC Business Center, a 5-storey corporate building with a multitude of services at your disposal.
The coworking concept is a shared work area where to generate synergies between different professionals.
Included services:
Registered office, fiscal and commercial.
Large work table, chest of drawers, 3 cabinets, 1 ergonomic chair and 2 for confidants.
All expenses included (high speed internet, cleaning, electricity, water, air conditioning ...)
Reception and attention of your visits, as well as your correspondence and parcels, by multilingual staff.
Access to common areas such as cafeteria, terrace and GBC Rooftop
Access every day of the year through access control system.
Parking (extra 2nd year = € 80 VAT)

If you need more than one coworking position, let us know! we will make you a personalized quote
SHOW MORE","Private Office
 from € 395
/month"
https://www.coworker.com/spain/barcelona/itnig,Coworking Space: Itnig in Barcelona,,"Overview of Itnig
Itnig is a startup ecosystem with an investment fund for early-stage companies. A young and unstoppable community that adores technology and innovation.

In it’s new space in the 22@ neighborhood in Barcelona, Itnig offers office space for tech companies, as well as a specialty coffee in their in-house cafetería and a nice event room, among others. To highlight their hot-desk plan (super affordable!) it attracts nomads and people who don't need a fixed desk to work.","Private Office
 Price on request"
